ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2024-02-24,48,38318,644,Employed,High School,29,26840,12,Married,1,Mortgage,1131,0.13,4,3,0.354,0,Auto,0,39,16,30657,10504,127562,37110,3193,0.636,8,90452,0.0325,0.0692,2321.39,1.081,0,26.27
2023-12-01,39,10638,709,Employed,High School,16,11049,72,Single,5,Rent,148,0.317,5,2,0.167,0,Debt Consolidation,0,6,18,984,3159,37223,9394,886,0.506,8,27829,0.0539,0.065,185.73,0.376,1,81.73
2024-08-16,20,62220,737,Self-Employed,Associate,0,28550,36,Single,2,Mortgage,494,0.05,7,0,0.095,0,Debt Consolidation,0,28,1,31702,13386,147013,55048,5185,0.856,0,91965,0.05,0.0548,861.84,0.261,1,97.54
2024-09-05,65,42159,548,Employed,High School,46,68332,84,Single,1,Rent,1224,0.211,6,2,0.348,0,Auto,0,17,29,2994,4616,125857,85710,3513,0.428,13,40147,0.036,0.0964,1121.72,0.668,0,0.61
2024-03-06,69,37222,460,Employed,Master,51,6913,36,Single,2,Rent,1008,0.204,5,4,0.325,0,Education,0,41,29,28833,10171,86282,10289,3101,0.822,13,75993,0.0564,0.1376,235.46,0.401,0,0.82
2023-11-03,43,37062,649,Self-Employed,Bachelor,22,15048,12,Married,1,Mortgage,1623,0.367,14,0,0.525,0,Debt Consolidation,0,39,15,4675,593,55132,15002,3088,0.865,11,40130,0.0463,0.0903,1316.18,0.952,0,36.24
2024-09-16,47,66179,583,Employed,Bachelor,26,103174,24,Single,1,Mortgage,1056,0.35,4,2,0.191,0,Debt Consolidation,1,9,24,10866,5835,243097,195721,5514,0.845,6,47376,0.0485,0.0923,4724.37,1.048,0,7.83
2024-09-25,61,44180,665,Employed,High School,39,29227,60,Married,2,Rent,1721,0.175,7,2,0.467,1,Home,0,36,36,22616,8631,90405,47509,3681,0.772,12,42896,0.0589,0.096,615.25,0.635,0,10.83
2024-12-05,58,86268,652,Employed,Master,36,50649,48,Divorced,5,Rent,3306,0.368,11,1,0.46,0,Education,0,8,20,35213,7287,355253,69297,7189,0.771,16,285956,0.0599,0.0999,1284.35,0.639,0,42.93
2023-07-02,25,87223,572,Self-Employed,Associate,3,160666,120,Married,0,Rent,3189,0.122,15,0,0.439,0,Debt Consolidation,1,14,6,6239,10279,230895,160209,7268,0.986,3,70686,0.0584,0.1174,2281.01,0.753,0,0.25
2023-03-17,56,47319,847,Employed,Associate,35,33518,36,Widowed,5,Rent,2046,0.38,13,0,0.519,0,Debt Consolidation,0,17,34,22101,13433,112056,44092,3943,0.65,15,67964,0.0511,0.0771,1045.85,0.784,1,75.53
2024-07-30,71,41754,661,Unemployed,Master,48,38611,12,Married,5,Own,1662,0.359,7,3,0.478,0,Home,1,24,21,28201,6590,157781,48122,3479,0.942,3,109659,0.0433,0.082,3362.28,1.444,0,11.05
2024-12-13,61,57748,608,Employed,Bachelor,38,68588,84,Married,5,Rent,1974,0.686,9,3,0.41,0,Education,0,20,24,41347,16470,157530,68417,4812,0.728,13,89113,0.058,0.1065,1161.81,0.652,0,11.17
2024-05-17,45,50377,669,Employed,Bachelor,23,42422,120,Single,4,Own,601,0.359,9,2,0.143,0,Other,1,14,16,29054,12844,176837,82236,4198,0.926,7,94601,0.0543,0.0742,501.79,0.263,1,58.23
2023-02-05,48,22555,707,Employed,Doctorate,28,25850,48,Widowed,1,Own,852,0.162,3,1,0.453,0,Debt Consolidation,0,6,9,4510,5573,117385,36006,1879,0.893,10,81379,0.0424,0.0683,616.97,0.782,0,26.99
2024-11-25,33,141075,603,Employed,Associate,14,212857,120,Married,5,Own,6131,0.014,2,2,0.522,1,Auto,0,44,9,116743,756,230746,248069,11756,0.693,12,-17323,0.0301,0.0854,2643.68,0.746,0,48.24
2023-07-25,56,77432,850,Employed,Associate,38,41886,24,Single,4,Rent,776,0.296,1,1,0.12,0,Auto,0,8,30,35685,12914,234746,41601,6452,0.657,3,193145,0.0332,0.0392,1817.41,0.402,1,99.03
2023-03-30,32,42970,522,Employed,Associate,9,60501,24,Divorced,1,Rent,422,0.319,11,0,0.118,0,Home,0,5,6,19447,85,66897,117355,3580,0.831,4,-50458,0.0517,0.1071,2811.68,0.903,0,0.58
2024-10-20,37,20781,529,Employed,High School,15,42045,24,Divorced,1,Rent,612,0.109,15,1,0.353,0,Auto,1,20,13,8602,5069,92176,32475,1731,0.747,15,59701,0.0595,0.1249,1988.84,1.502,0,0.11
2023-01-26,33,49502,516,Employed,Master,10,24650,12,Married,5,Mortgage,362,0.266,12,2,0.088,0,Debt Consolidation,1,30,14,5439,13168,219619,8183,4125,0.92,10,211436,0.0596,0.115,2184.36,0.617,0,0.42
2023-01-28,37,40376,660,Employed,Associate,15,24159,36,Married,4,Rent,1477,0.325,12,0,0.439,0,Home,0,18,8,22727,7896,174552,8446,3364,0.558,6,166106,0.0356,0.0726,748.84,0.662,0,13.96
2024-10-11,39,52560,702,Unemployed,High School,19,55588,24,Divorced,0,Rent,399,0.05,9,1,0.091,0,Education,0,48,11,36537,2990,138258,39871,4380,0.74,10,98387,0.0323,0.0414,2417.37,0.643,1,92.93
2024-01-20,22,18362,630,Employed,Master,4,25587,12,Single,5,Mortgage,841,0.304,13,1,0.55,1,Education,0,41,2,7622,430,30005,9514,1530,0.514,4,20491,0.0364,0.0864,2233.35,2.009,0,4.77
2023-04-24,59,42782,702,Employed,Doctorate,41,39483,120,Divorced,5,Rent,563,0.592,9,0,0.158,0,Home,0,5,23,19082,7200,88640,33644,3565,0.858,4,54996,0.0497,0.0621,442.52,0.282,1,77.58
2023-09-06,43,44105,701,Self-Employed,Master,21,82516,48,Divorced,5,Own,1564,0.206,4,1,0.426,0,Education,0,48,12,873,12375,111722,87231,3675,0.79,21,24491,0.035,0.0611,1942.05,0.954,1,68.25
2023-01-07,73,49210,627,Employed,Associate,54,6291,120,Single,3,Rent,642,0.17,2,3,0.157,0,Auto,0,5,25,31,8234,118690,11755,4100,0.844,18,106935,0.0577,0.0888,79.28,0.176,0,15.26
2023-10-30,28,48141,698,Employed,High School,8,73710,84,Single,1,Mortgage,357,0.212,14,3,0.089,0,Debt Consolidation,0,14,5,10279,4452,99283,87616,4011,0.686,8,11667,0.0325,0.0424,1015.69,0.342,1,88.34
2024-05-20,56,55610,642,Employed,Master,33,95498,24,Single,3,Mortgage,256,0.535,8,4,0.055,0,Education,0,1,34,46790,6331,278838,131015,4634,0.784,15,147823,0.0301,0.0523,4199.47,0.961,0,14.88
2024-07-15,28,115912,623,Employed,Bachelor,8,147026,120,Divorced,1,Mortgage,4307,0.285,1,2,0.446,0,Debt Consolidation,0,26,3,66801,28033,407468,125098,9659,0.903,1,282370,0.0448,0.0914,1873.62,0.64,0,44.16
2024-03-06,49,41877,615,Employed,High School,26,68467,72,Married,0,Rent,1711,0.353,11,3,0.49,0,Auto,1,48,22,24366,4324,206641,73090,3489,0.742,7,133551,0.0444,0.0952,1251.9,0.849,0,11.71
2023-05-26,46,34352,680,Employed,Doctorate,25,55104,120,Single,4,Rent,273,0.402,4,0,0.095,0,Education,0,23,22,23479,1439,103162,76269,2862,0.852,20,26893,0.0582,0.073,648.36,0.322,1,77.67
2023-06-03,44,22841,769,Employed,Bachelor,22,46423,36,Married,3,Mortgage,229,0.433,6,2,0.12,0,Auto,0,18,13,17980,6568,62913,72347,1903,0.57,8,-9434,0.0528,0.0588,1409.75,0.861,1,79.82
2024-06-11,55,41958,551,Employed,Bachelor,37,48514,60,Single,4,Mortgage,1194,0.667,0,2,0.341,0,Home,0,18,33,11976,11389,146027,59753,3496,0.979,10,86274,0.0311,0.0904,1008.01,0.63,0,0.17
2023-08-31,66,26886,616,Unemployed,Associate,46,32517,36,Divorced,1,Other,205,0.128,10,1,0.091,0,Debt Consolidation,0,34,29,6319,4410,77244,21524,2240,0.607,11,55720,0.0531,0.0836,1024.37,0.549,0,20.82
2023-01-16,36,87557,674,Employed,High School,17,164323,72,Single,3,Own,3850,0.249,11,0,0.528,0,Home,0,34,8,50061,14807,242519,270307,7296,0.354,17,-27788,0.0561,0.094,2994.74,0.938,1,56.16
2024-03-28,67,51634,818,Unemployed,Bachelor,49,58811,72,Single,3,Mortgage,978,0.221,13,1,0.227,0,Home,0,45,47,42968,5732,293673,102467,4302,0.907,24,191206,0.0579,0.0693,1000.69,0.46,1,98.01
2023-01-03,28,86658,698,Employed,Associate,5,112188,60,Married,5,Rent,883,0.266,9,2,0.122,0,Home,0,10,5,67003,16610,289402,131185,7221,0.663,5,158217,0.055,0.0666,2203.5,0.427,1,94.96
2023-01-24,34,112741,586,Employed,High School,13,235606,60,Single,2,Rent,2827,0.527,7,2,0.301,0,Education,0,11,9,84338,16050,635942,177393,9395,0.905,13,458549,0.0322,0.0808,4786.27,0.81,0,29.15
2023-05-19,36,35153,576,Employed,High School,16,17191,48,Divorced,4,Own,821,0.372,4,0,0.28,0,Auto,0,33,17,4112,7530,100284,26164,2929,0.679,16,74120,0.0498,0.0998,435.84,0.429,0,0.51
2024-01-11,73,45538,748,Unemployed,Master,53,60593,60,Married,0,Rent,1537,0.4,5,2,0.405,0,Auto,0,29,40,866,8563,227908,29554,3794,0.858,8,198354,0.0316,0.0519,1148.75,0.708,0,35.75
2023-09-10,24,105434,631,Employed,Doctorate,5,58409,60,Married,5,Mortgage,1867,0.308,14,0,0.212,0,Home,0,46,5,49740,27578,152868,89373,8786,0.611,5,63495,0.0561,0.089,1209.64,0.35,0,35.25
2023-12-20,40,59552,549,Employed,High School,22,114276,12,Single,5,Own,1685,0.216,3,2,0.34,0,Debt Consolidation,0,16,21,5514,2138,198939,38772,4962,0.809,10,160167,0.0396,0.0994,10043.49,2.363,0,1.38
2023-06-09,42,70316,751,Employed,Associate,19,129990,120,Married,3,Rent,2722,0.571,2,1,0.465,0,Auto,0,38,19,57422,8550,116601,141746,5859,0.579,19,-25145,0.0538,0.0771,1557.29,0.73,0,49.69
2024-04-24,64,90806,687,Employed,Bachelor,46,178186,120,Single,4,Own,2765,0.288,7,1,0.365,1,Auto,0,36,19,55456,3732,139300,271919,7567,0.96,21,-132619,0.0367,0.0632,2006.98,0.631,0,45.69
2024-05-21,46,84817,552,Self-Employed,Bachelor,26,109512,48,Divorced,2,Mortgage,1015,0.228,14,1,0.144,0,Home,0,41,18,50764,8926,282309,188301,7068,0.69,0,94008,0.0317,0.0809,2678.14,0.523,0,2.92
2024-12-15,74,66514,539,Employed,Associate,56,121683,60,Married,2,Mortgage,456,0.081,0,1,0.082,1,Other,0,19,43,5526,19843,82428,93367,5542,0.739,2,-10939,0.0566,0.106,2621.47,0.555,0,0.33
2023-11-01,60,108899,464,Employed,Associate,37,120810,60,Divorced,1,Rent,2368,0.565,10,3,0.261,0,Home,0,45,37,22125,2110,209459,226054,9074,0.784,11,-16595,0.0409,0.118,2675.16,0.556,0,0.37
2023-04-13,58,52358,603,Employed,Doctorate,39,71613,36,Single,4,Rent,679,0.179,12,2,0.156,0,Home,0,19,18,43566,6971,136541,85810,4363,0.915,1,50731,0.0423,0.0794,2242.11,0.669,0,18.85
2024-03-04,61,70242,687,Employed,High School,41,101910,36,Married,1,Rent,2104,0.261,15,4,0.359,0,Auto,1,19,14,39875,15941,234701,116809,5853,0.87,9,117892,0.0494,0.0756,3172.84,0.901,0,21.14
2023-08-25,27,49593,746,Self-Employed,Master,5,72399,60,Married,5,Mortgage,1763,0.211,14,5,0.427,0,Education,0,10,6,17362,12325,109998,137899,4132,0.797,5,-27901,0.0525,0.0738,1446.6,0.777,0,41.27
2023-06-06,44,90244,698,Unemployed,Associate,23,31354,60,Married,2,Own,774,0.39,14,2,0.103,0,Debt Consolidation,0,22,12,77238,19550,536611,50680,7520,0.779,21,485931,0.0423,0.053,596.01,0.182,1,92.91
2024-10-03,51,38162,542,Unemployed,High School,31,57192,60,Single,3,Rent,566,0.093,11,2,0.178,0,Debt Consolidation,0,10,22,24287,3516,196825,19618,3180,0.747,22,177207,0.0464,0.0998,1214.6,0.56,0,1.37
2024-05-13,30,23355,634,Unemployed,Master,9,5530,36,Married,3,Rent,1048,0.178,8,3,0.538,0,Auto,0,28,7,11506,1935,55487,9785,1946,0.75,4,45702,0.0321,0.0805,173.42,0.628,0,12.76
2023-09-04,24,75166,788,Employed,Doctorate,4,61827,72,Widowed,5,Own,2639,0.27,13,2,0.421,0,Home,0,6,2,42086,21419,319867,85315,6263,0.808,2,234552,0.0371,0.0582,1019.41,0.584,1,62.87
2024-09-28,25,32530,613,Employed,Master,6,26986,72,Single,2,Mortgage,1465,0.153,11,0,0.54,1,Auto,0,1,5,566,9535,159182,20286,2710,0.663,6,138896,0.059,0.1128,517.53,0.731,0,2.13
2023-11-07,63,30957,729,Employed,Bachelor,42,38456,72,Married,1,Own,408,0.446,2,2,0.158,0,Debt Consolidation,0,13,40,991,2126,59152,30261,2579,0.73,12,28891,0.0396,0.0475,614.88,0.396,1,72.95
2023-07-13,56,101973,718,Self-Employed,Bachelor,36,159244,36,Single,0,Own,3172,0.354,13,0,0.373,0,Auto,0,19,18,89140,26866,230632,253672,8497,0.79,3,-23040,0.035,0.0542,4802.77,0.938,1,60.61
2023-12-23,34,87828,728,Unemployed,Associate,11,172254,72,Single,5,Rent,2553,0.245,14,0,0.349,0,Auto,0,15,13,38260,5919,388941,77320,7319,0.635,9,311621,0.0418,0.0592,2848.25,0.738,1,94.44
2023-01-21,60,45649,698,Employed,Associate,40,80921,72,Single,4,Own,1766,0.105,13,2,0.464,0,Home,0,24,31,28902,6626,93825,129349,3804,0.791,19,-35524,0.0457,0.0744,1396.78,0.831,0,45.31
2023-03-08,58,11816,728,Employed,Master,36,19286,72,Single,1,Own,80,0.642,14,3,0.081,0,Debt Consolidation,1,45,34,5909,408,36760,22749,984,0.607,7,14011,0.0518,0.0558,315.81,0.402,1,79.06
2023-08-08,65,70729,526,Employed,Bachelor,46,106701,72,Single,1,Own,3110,0.18,6,1,0.528,0,Auto,0,46,36,2782,2906,223748,93059,5894,0.851,24,130689,0.0329,0.1078,2018.95,0.87,0,1.63
2024-03-30,70,75452,796,Unemployed,Associate,49,96237,120,Married,0,Mortgage,636,0.244,15,3,0.101,0,Debt Consolidation,0,4,16,19758,14722,128351,178550,6287,0.651,2,-50199,0.0556,0.0606,1071.33,0.272,1,93.14
2023-11-06,69,70151,497,Unemployed,Bachelor,48,70596,72,Divorced,5,Mortgage,1213,0.082,1,0,0.207,0,Debt Consolidation,0,29,41,3654,2145,149322,140234,5845,0.593,17,9088,0.0488,0.1149,1361.51,0.44,0,2.29
2024-06-23,28,68557,688,Self-Employed,Associate,6,82419,24,Divorced,1,Rent,3001,0.153,9,0,0.525,0,Other,1,41,3,59639,5791,290018,152532,5713,0.814,3,137486,0.0368,0.071,3693.85,1.172,0,20.04
2024-05-09,62,49479,655,Self-Employed,Master,42,46845,60,Single,5,Rent,1327,0.276,6,2,0.322,0,Other,0,16,31,42311,10811,280266,16849,4123,0.815,7,263417,0.0548,0.0872,966.07,0.556,0,44.37
2024-11-17,40,44124,603,Unemployed,Associate,18,5676,36,Single,4,Own,311,0.219,6,1,0.085,0,Home,0,28,16,13126,9617,221014,10639,3677,0.663,12,210375,0.0534,0.0869,179.68,0.133,0,14.95
2023-06-05,41,31160,572,Unemployed,High School,23,9661,84,Divorced,4,Rent,397,0.26,15,0,0.153,0,Auto,0,44,19,23433,2377,58039,13751,2596,0.943,19,44288,0.0314,0.076,148.66,0.21,0,1.5
2023-09-22,55,38227,709,Employed,High School,33,12144,48,Married,5,Mortgage,1468,0.433,4,0,0.461,0,Debt Consolidation,0,28,24,31062,6930,118067,22781,3185,0.603,22,95286,0.0558,0.0816,297.38,0.554,0,39.23
2023-06-01,52,63623,732,Unemployed,Master,30,68239,36,Married,5,Mortgage,2344,0.173,11,0,0.442,0,Home,0,7,22,28566,1326,289567,53370,5301,0.442,14,236197,0.0558,0.0779,2131.76,0.844,1,62.52
2024-12-21,42,64148,650,Employed,Associate,22,42336,84,Single,2,Mortgage,1481,0.383,11,0,0.277,0,Auto,0,47,17,10195,9396,312947,47136,5345,0.748,12,265811,0.0568,0.0882,677.29,0.404,1,52.91
2023-12-05,75,80411,633,Employed,Doctorate,57,109587,36,Widowed,1,Rent,2676,0.459,10,0,0.399,0,Other,0,18,47,38731,6824,165562,197876,6700,0.788,16,-32314,0.036,0.0777,3422.44,0.91,0,19.52
2024-02-01,28,26816,775,Employed,High School,7,44471,72,Widowed,0,Rent,310,0.027,8,4,0.139,1,Home,0,32,8,9597,335,88722,21370,2234,0.873,3,67352,0.0301,0.037,689.69,0.447,1,94.47
2024-02-13,23,23632,622,Employed,High School,1,30798,60,Divorced,0,Rent,196,0.229,12,4,0.1,0,Home,0,42,2,17649,7038,96367,43307,1969,0.95,1,53060,0.0441,0.0736,615.08,0.412,0,28.77
2024-04-23,19,44808,656,Employed,Master,0,71347,12,Married,0,Mortgage,649,0.141,2,1,0.174,0,Home,0,4,0,30976,6792,199794,105853,3734,0.833,0,93941,0.0354,0.0601,6140.91,1.818,0,36.86
2024-02-21,65,32533,641,Employed,Associate,47,67219,12,Married,0,Mortgage,808,0.051,2,0,0.298,0,Home,0,32,32,19822,6362,182807,32233,2711,0.557,20,150574,0.0516,0.0862,5866.56,2.462,0,12.48
2024-06-28,41,59456,850,Employed,Bachelor,21,48375,120,Single,1,Rent,2683,0.471,8,2,0.542,0,Auto,0,32,13,13033,12885,118710,29940,4954,0.673,3,88770,0.052,0.0791,584.62,0.659,1,75.81
2023-11-20,43,28143,584,Employed,Bachelor,20,47008,60,Single,3,Mortgage,846,0.083,15,2,0.361,0,Home,0,22,8,17457,7337,62608,31962,2345,0.667,20,30646,0.0571,0.1092,1020.19,0.796,0,13.85
2023-09-12,55,97744,734,Employed,Bachelor,36,203922,60,Single,4,Rent,1477,0.039,8,1,0.181,0,Home,0,39,14,17278,29225,132472,98077,8145,0.908,12,34395,0.0414,0.0504,3852.0,0.654,1,98.74
2023-09-18,43,35917,507,Self-Employed,Bachelor,22,49353,12,Married,2,Rent,563,0.445,7,2,0.188,0,Auto,0,8,12,21942,5591,112089,67268,2993,0.593,7,44821,0.0382,0.1008,4340.75,1.638,0,0.65
2024-08-05,51,120130,573,Employed,Bachelor,31,259434,24,Single,4,Mortgage,4656,0.285,13,5,0.465,0,Home,0,3,22,87126,23483,322036,358133,10010,0.709,9,-36097,0.0433,0.1033,12011.12,1.665,0,2.86
2024-07-23,21,70414,632,Self-Employed,Bachelor,0,14490,48,Divorced,2,Mortgage,2599,0.161,12,0,0.443,1,Auto,0,10,2,62723,6769,299292,13223,5867,0.77,0,286069,0.0578,0.102,368.9,0.506,0,8.63
2024-05-19,27,31964,648,Employed,Associate,7,16659,120,Widowed,1,Own,580,0.347,12,1,0.218,0,Auto,0,41,3,12040,7905,68672,10896,2663,0.685,7,57776,0.0322,0.0611,185.87,0.288,0,19.21
2024-12-06,72,154410,635,Unemployed,Bachelor,52,330240,24,Married,2,Rent,2395,0.33,12,1,0.186,1,Auto,0,28,45,121378,9944,417185,241575,12867,0.944,2,175610,0.0588,0.0894,15077.84,1.358,1,74.32
2023-12-20,44,61866,651,Self-Employed,High School,23,40715,72,Married,0,Mortgage,1090,0.084,8,1,0.211,1,Education,0,3,24,30370,843,282840,56283,5155,0.834,18,226557,0.0598,0.0876,729.07,0.353,0,23.56
2023-02-03,27,58868,597,Employed,Associate,6,20079,72,Married,4,Rent,1728,0.222,15,1,0.352,0,Home,0,4,4,13454,5323,206001,13386,4905,0.745,6,192615,0.0419,0.0902,362.13,0.426,0,7.91
2024-12-23,39,52438,775,Employed,High School,19,13398,72,Married,0,Rent,1896,0.339,2,1,0.434,1,Auto,0,11,10,40922,5178,94880,24721,4369,0.717,17,70159,0.0425,0.0642,224.71,0.485,0,41.96
2023-10-19,37,68410,569,Employed,Master,18,55060,84,Married,3,Rent,2746,0.371,14,2,0.482,0,Debt Consolidation,0,24,15,41672,11049,172306,32942,5700,0.779,11,139364,0.0598,0.1216,976.68,0.653,0,1.7
2024-04-05,33,70453,727,Employed,Bachelor,15,72427,12,Married,1,Rent,1728,0.249,9,1,0.294,0,Debt Consolidation,0,16,9,4078,19674,176435,110334,5871,0.674,11,66101,0.0467,0.0614,6238.19,1.357,1,80.87
2024-03-25,35,35154,720,Employed,High School,13,56784,48,Single,0,Mortgage,1105,0.077,6,4,0.377,0,Debt Consolidation,0,25,15,9670,8590,49821,80960,2929,0.528,9,-31139,0.0566,0.0754,1374.04,0.846,1,61.94
2023-07-16,60,48689,574,Self-Employed,Master,40,24477,12,Married,0,Rent,1988,0.399,11,2,0.49,0,Debt Consolidation,1,10,32,6142,12477,188249,17167,4057,0.815,12,171082,0.0597,0.1207,2175.55,1.026,0,0.23
2023-08-23,24,57402,626,Unemployed,Associate,3,57537,84,Single,0,Rent,1074,0.408,6,1,0.225,0,Debt Consolidation,0,21,2,17572,3851,145064,36147,4783,0.832,3,108917,0.0407,0.0754,883.65,0.409,0,24.44
2023-08-21,35,72502,659,Employed,High School,15,84443,24,Married,1,Own,2507,0.191,14,2,0.415,0,Other,0,31,5,116,21554,251426,154508,6041,0.96,15,96918,0.0408,0.0768,3806.82,1.045,1,51.88
2023-01-22,45,73119,810,Employed,High School,22,154144,60,Single,1,Own,954,0.141,4,1,0.157,1,Education,1,47,8,51905,13132,105081,90727,6093,0.334,15,14354,0.0348,0.0426,2856.92,0.625,1,68.4
2023-07-06,49,58821,626,Self-Employed,Bachelor,27,72950,60,Widowed,3,Rent,647,0.239,5,0,0.132,0,Auto,0,13,24,11265,6666,249051,141046,4901,0.758,12,108005,0.0589,0.089,1510.78,0.44,0,39.46
2024-11-04,69,41144,850,Employed,High School,49,49589,12,Married,1,Mortgage,1075,0.5,2,1,0.314,0,Auto,0,13,17,36723,10286,163008,67418,3428,0.814,11,95590,0.0536,0.0693,4289.17,1.564,1,96.92
2023-05-18,71,40102,729,Employed,Bachelor,52,81924,24,Single,1,Mortgage,812,0.1,14,1,0.243,0,Home,1,44,52,14262,5361,179672,44715,3341,0.758,24,134957,0.0555,0.0676,3659.04,1.338,1,79.15
2023-07-29,35,29859,690,Employed,Master,13,52562,84,Single,2,Rent,474,0.28,15,1,0.19,0,Auto,1,35,16,16597,6912,124342,70570,2488,0.711,13,53772,0.0409,0.0579,762.57,0.497,1,67.81
2023-04-20,49,72860,739,Employed,Associate,31,77174,60,Single,1,Own,3125,0.305,11,3,0.515,0,Debt Consolidation,0,0,27,46234,1274,126959,30342,6071,0.875,8,96617,0.035,0.0608,1494.86,0.761,0,32.34
2023-01-30,19,39815,505,Employed,Master,1,48426,72,Married,4,Mortgage,1233,0.303,8,1,0.372,0,Auto,0,43,0,29823,11082,144988,16105,3317,0.858,1,128883,0.052,0.1243,957.6,0.66,0,0.65
2024-02-29,53,49223,765,Self-Employed,High School,35,101285,12,Divorced,1,Mortgage,983,0.296,11,1,0.24,0,Other,0,10,24,6977,4143,215721,73090,4101,0.63,4,142631,0.0418,0.0538,8688.4,2.358,1,89.14
2024-04-07,26,61014,540,Self-Employed,Bachelor,6,29886,84,Married,2,Rent,2186,0.346,15,1,0.43,0,Education,1,39,6,18815,15418,308905,52879,5084,0.998,6,256026,0.0448,0.1113,513.77,0.531,0,0.62
2024-06-29,22,54283,738,Employed,Master,2,78459,72,Married,3,Rent,1365,0.151,8,2,0.302,0,Other,0,23,2,10532,7284,91007,128016,4523,0.929,2,-37009,0.0307,0.0458,1248.35,0.578,1,93.66
2023-08-15,56,54024,606,Self-Employed,Bachelor,37,118093,12,Single,1,Rent,326,0.441,14,2,0.072,0,Education,0,30,33,25038,447,231697,63372,4502,0.935,3,168325,0.0578,0.0899,10326.86,2.366,0,32.98
2023-08-09,28,34458,588,Employed,Master,9,61366,84,Divorced,3,Mortgage,942,0.395,8,5,0.328,1,Home,0,26,6,7696,874,93548,69740,2871,0.692,4,23808,0.0379,0.0873,978.93,0.669,0,3.08
2024-07-04,45,61971,819,Employed,Bachelor,26,128622,24,Married,4,Own,2699,0.359,9,4,0.523,0,Education,0,39,25,21647,5778,317828,62533,5164,0.923,9,255295,0.0329,0.059,5694.81,1.625,1,67.63
2023-02-20,23,46331,651,Employed,High School,3,18721,12,Married,5,Own,757,0.105,9,3,0.196,0,Debt Consolidation,0,14,4,29617,5985,223754,10614,3860,0.71,3,213140,0.0434,0.0705,1620.3,0.616,0,20.5
2023-11-08,61,51885,522,Employed,Master,42,42579,24,Single,5,Own,1322,0.241,0,0,0.306,0,Debt Consolidation,0,17,20,768,8551,79485,76358,4323,0.861,21,3127,0.0466,0.1114,1987.28,0.765,0,0.66
2023-04-28,62,96662,747,Self-Employed,High School,41,152057,12,Single,3,Mortgage,2019,0.22,2,1,0.251,0,Debt Consolidation,0,8,32,80835,24742,237862,153382,8055,0.743,5,84480,0.056,0.0686,13147.19,1.883,1,98.26
2023-11-15,51,69749,550,Self-Employed,Master,31,20094,72,Married,4,Rent,2016,0.297,6,0,0.347,0,Auto,0,3,11,28584,20218,102458,36027,5812,0.558,22,66431,0.0416,0.1014,373.68,0.411,0,0.89
2023-07-10,66,40724,782,Self-Employed,High School,43,58238,72,Married,1,Own,1817,0.384,11,3,0.535,0,Education,1,14,14,25056,3151,186503,83937,3393,0.91,20,102566,0.0441,0.0708,995.14,0.829,0,27.59
2023-12-11,43,50289,658,Unemployed,Bachelor,20,106596,120,Single,1,Rent,2244,0.114,6,1,0.535,0,Education,0,13,23,21217,10963,97367,94518,4190,0.782,20,2849,0.0352,0.0774,1278.71,0.841,0,26.51
2023-01-11,28,120537,545,Unemployed,Bachelor,7,110944,24,Single,1,Rent,5398,0.11,9,0,0.537,0,Education,0,40,8,13943,10389,465232,200536,10044,0.924,7,264696,0.0381,0.1087,5164.17,1.052,0,4.6
2023-09-02,26,46458,733,Unemployed,Bachelor,5,82212,48,Single,3,Rent,733,0.512,8,3,0.189,0,Debt Consolidation,1,35,6,13681,3955,118730,116833,3871,0.905,5,1897,0.0506,0.06,1930.75,0.688,1,83.86
2023-04-05,30,55267,706,Self-Employed,Bachelor,12,22623,120,Single,2,Rent,1372,0.357,1,3,0.298,0,Debt Consolidation,0,41,7,30418,12302,218557,24313,4605,0.973,12,194244,0.0368,0.0552,245.74,0.351,1,93.45
2023-03-26,29,75513,468,Unemployed,High School,8,82480,24,Divorced,1,Mortgage,2622,0.4,1,1,0.417,0,Debt Consolidation,0,29,5,12547,4098,124091,101313,6292,0.868,8,22778,0.0447,0.1286,3915.83,1.039,0,0.53
2024-08-17,36,60330,654,Employed,Associate,16,78732,12,Single,5,Own,450,0.125,0,2,0.09,0,Debt Consolidation,0,48,16,9479,2394,150497,103937,5027,0.846,14,46560,0.0585,0.0795,6846.95,1.451,0,46.55
2024-03-15,30,44962,686,Employed,Bachelor,11,7150,84,Single,4,Rent,1382,0.101,11,2,0.369,0,Home,0,22,8,9835,1627,233472,3195,3746,0.935,6,230277,0.04,0.067,106.87,0.397,0,38.12
2023-09-14,52,37357,681,Self-Employed,Associate,30,45997,48,Single,3,Rent,851,0.539,1,1,0.273,0,Other,0,47,23,24940,9728,120865,75504,3113,0.871,17,45361,0.0452,0.0686,1098.47,0.626,1,70.84
