Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanApproved,LoanToIncomeRatio,SavingsToLoanRatio
55,55400,697,0,1,64807,84,1287,0.535,0.279,0,3,0,34,13,18924,2986,109850,3,108397,1,1.16978032887493,0.2920009875324034
41,78502,702,0,0,153737,84,1276,0.499,0.195,0,0,0,26,13,22921,12227,87858,10,42231,1,1.958358279301428,0.1490913111917678
29,56022,688,2,1,65616,24,1635,0.251,0.35,0,3,0,4,5,24984,6179,44168,8,20488,0,1.1712332434892812,0.3807549872746392
18,154347,710,2,0,161881,120,742,0.364,0.058,0,3,0,12,0,122787,39126,59954,0,800837,1,1.048805297120792,0.7584969298624924
27,68057,697,0,0,52527,120,540,0.238,0.095,0,0,0,2,4,48577,10056,25141,4,241934,1,0.7717975844132945,0.9247829728906488
73,33076,595,0,3,42218,60,585,0.56,0.212,0,1,0,5,35,15483,9689,32930,23,32308,0,1.2763551712670436,0.3667306189156541
26,31706,618,0,4,50645,84,537,0.602,0.203,0,1,0,2,4,23626,1853,46816,8,72258,0,1.5972813574289588,0.46649291158235595
19,70784,637,0,1,41069,36,2754,0.055,0.467,0,4,0,40,0,23817,9423,55163,0,312497,1,0.5801935438299075,0.5799123447772097
65,32559,668,1,3,69505,12,606,0.266,0.223,0,2,1,36,40,3176,3860,138346,5,-39696,1,2.134674447174447,0.04569389692976146
42,72942,637,1,1,27387,120,2303,0.478,0.379,0,0,0,7,11,2778,12071,35869,18,115927,0,0.37545754904514483,0.10143128377391558
38,84780,759,0,0,169901,48,491,0.198,0.069,0,3,0,44,17,45929,23921,209505,10,82299,1,2.0039985374081457,0.27032642346764607
59,85808,573,1,3,171644,72,3656,0.537,0.511,0,3,0,16,32,24571,4978,147597,15,69021,0,2.000302998519969,0.14315010632409916
48,35080,503,0,1,73960,120,866,0.075,0.296,0,0,0,35,10,9101,8302,49442,1,68113,0,2.1082637325047746,0.12305133786725436
71,85882,837,1,1,166418,36,3622,0.655,0.506,0,3,0,8,47,8803,9257,165164,16,243170,1,1.937729236286576,0.05289660435407015
45,63658,586,0,0,106422,36,2394,0.347,0.451,0,1,0,43,16,15937,12651,72878,6,222072,0,1.6717510485555853,0.14975146349943153
59,39977,759,0,1,63497,48,911,0.267,0.273,0,2,1,18,21,23845,10184,87980,22,-33518,1,1.5882985642103156,0.37552363853979653
68,50026,714,0,1,95984,72,352,0.278,0.084,0,3,1,1,35,10243,6106,189621,15,-53539,1,1.9186439322765707,0.10671459082148252
44,68572,589,0,4,127755,84,385,0.278,0.067,0,3,1,27,20,7023,15971,227473,20,-96642,0,1.8630510550799877,0.05497197783274367
34,38699,648,2,1,18110,48,879,0.551,0.273,0,4,0,11,5,22298,5733,35982,9,22637,0,0.46795865633074935,1.2311854673955054
74,63002,634,0,1,90633,48,1841,0.352,0.351,0,3,0,33,48,21149,9895,129997,10,79429,0,1.4385505452121328,0.23334510227949776
31,111613,692,1,1,44458,36,2891,0.308,0.311,0,0,0,34,9,17121,24712,31649,4,385441,1,0.3983192072679055,0.38509638093524373
20,87730,590,0,3,68628,48,781,0.231,0.107,0,1,0,2,1,69784,22246,98328,0,220971,0,0.7822548472033831,1.0168296201314313
51,56443,644,0,4,74016,12,2398,0.404,0.51,0,0,0,15,18,46492,11553,95393,19,83542,0,1.3113174119481257,0.6281259710607022
75,60905,656,0,3,109152,24,2076,0.082,0.409,0,3,0,41,19,6674,11846,89720,24,-40218,1,1.7921387055462517,0.06114353247276758
23,41397,759,0,3,90178,84,1856,0.232,0.538,0,3,0,18,4,27391,5759,178254,2,-14783,0,2.1783177931301028,0.3037403386597767
67,41984,622,0,2,54852,36,710,0.162,0.203,0,1,0,36,28,22050,4473,31898,20,200229,0,1.306466595212576,0.40198348312763205
66,25119,572,0,1,7624,120,268,0.219,0.128,0,0,0,47,33,19514,6358,9226,16,48390,0,0.3035031847133758,2.5592131147540984
71,61423,610,0,0,130893,84,2689,0.176,0.525,0,1,0,14,25,49785,10318,169911,10,65679,0,2.130974863245637,0.3803459287667884
42,76210,693,0,1,42344,12,2753,0.149,0.433,0,3,0,17,21,32575,20228,37414,19,173948,0,0.5556153311201795,0.7692761837288936
32,52290,500,0,0,10383,60,1677,0.444,0.385,0,1,0,31,13,14271,13957,9614,14,221080,0,0.19856189401617869,1.3743258859784284
47,34938,767,0,0,73792,120,422,0.403,0.145,0,4,1,1,18,2487,9173,102737,2,1870,1,2.1120238129311084,0.033702383694930414
26,55997,661,0,4,11766,36,1676,0.045,0.359,0,3,0,42,5,13376,13098,14967,3,134652,0,0.21011464695167684,1.1367383360244752
66,105966,698,0,1,12692,60,3885,0.301,0.44,0,4,0,22,17,69760,8895,17657,3,538731,1,0.11977313691998452,5.495942645552667
56,84879,679,0,1,89082,60,2332,0.073,0.33,0,1,0,6,11,50730,7973,131212,15,347416,1,1.0495051837888785,0.569468922241056
46,53383,599,0,3,66685,48,2381,0.29,0.535,0,1,0,27,9,43847,10637,64624,10,29396,0,1.2491570508017384,0.6575143208469544
47,150800,562,0,4,86950,72,5705,0.662,0.454,0,3,0,25,12,11640,25873,57497,14,515838,0,0.5765876884105543,0.13386850064979125
59,208847,596,0,0,162880,48,3266,0.444,0.188,0,2,0,16,40,16194,60369,95176,16,621010,1,0.7798973416072933,0.099422277613718
48,42613,524,0,1,91976,84,1020,0.365,0.287,0,3,0,46,14,33666,8151,53158,11,87873,0,2.158351715398695,0.3660262891809909
66,47908,691,1,0,34494,48,1120,0.124,0.281,0,3,0,29,27,31757,12164,68652,5,65862,1,0.7199899810056566,0.920626177706914
71,76624,645,0,1,118921,72,663,0.356,0.104,0,1,0,25,40,24315,20996,200324,4,18211,0,1.5519869494290375,0.20446174803652814
73,34320,521,0,1,47581,60,1408,0.233,0.492,0,2,0,22,28,8546,1744,29636,1,37107,0,1.3863523790099357,0.17960573326047666
53,82831,604,2,2,28448,72,1071,0.087,0.155,0,1,0,40,21,52511,621,32880,6,347754,1,0.34344214796214023,1.845794228268129
61,56995,718,2,2,42524,36,1250,0.188,0.263,0,1,0,26,41,8473,11683,62599,24,195985,1,0.7460874447329637,0.1992475014697237
36,65239,776,2,3,62265,72,1263,0.13,0.232,0,0,0,26,7,57254,1305,48276,5,275442,1,0.9543991416309013,0.919506632833328
20,40630,544,0,4,57658,72,1851,0.337,0.547,0,0,0,43,0,16859,3121,100405,0,87872,0,1.4190642612783342,0.2923914740109957
41,36539,850,0,0,71695,36,1625,0.495,0.534,0,1,0,35,13,12658,23,121395,4,21752,0,1.962096332785988,0.17655099308190136
68,20075,573,0,1,27795,72,675,0.482,0.403,0,1,0,19,19,251,1627,33898,4,-20688,0,1.3844889420203228,0.009030076269966901
25,113821,506,0,1,119636,120,988,0.393,0.104,1,1,0,10,2,71450,32285,178683,5,89975,0,1.051079756110418,0.5972232670494914
49,86744,818,0,1,155544,60,1127,0.105,0.156,0,1,0,1,21,10000,2040,145774,6,100079,1,1.7931177589486427,0.06429007682664181
29,75862,566,0,1,10204,60,2355,0.606,0.373,0,0,0,32,7,48738,13645,14542,8,276066,0,0.13450562197645757,4.775894169524743
42,64483,797,0,0,112999,72,2289,0.079,0.426,0,1,0,20,14,2289,2582,151576,16,158333,1,1.7523571738725885,0.020256637168141592
26,17118,600,0,1,22623,12,171,0.384,0.12,0,2,0,23,2,7039,2104,40783,6,22939,0,1.321514107132426,0.3111297736916549
60,37214,633,2,1,67075,72,299,0.639,0.096,0,1,0,4,23,25746,6109,97172,11,-147,0,1.8023646379148193,0.38383326376051047
64,47665,542,0,3,87977,120,940,0.495,0.237,0,1,0,20,39,36907,13196,38432,12,63863,0,1.8456971426173792,0.41950260292345815
61,31549,774,0,1,3893,24,190,0.171,0.072,0,4,0,36,42,7874,1865,4077,0,105011,1,0.12339144215530903,2.022085259373395
58,23230,762,0,1,45996,48,433,0.255,0.224,1,2,0,24,25,12242,3144,23990,6,97718,1,1.97994059661659,0.2661477922473205
31,33233,600,0,3,62009,12,915,0.376,0.33,0,3,0,9,11,775,3828,49762,10,32556,0,1.8658301739182765,0.012497984196097404
48,55524,653,0,1,87982,24,1582,0.082,0.342,0,3,0,35,9,2303,4798,55568,7,150405,0,1.5845475011256192,0.026175511178295807
24,55531,719,0,2,43864,48,2322,0.137,0.502,0,3,0,15,2,3132,3753,37914,0,119840,0,0.7898869120507095,0.07140088909153083
39,85285,617,0,1,23683,60,3635,0.805,0.511,0,0,0,27,18,36287,22842,7860,4,435114,0,0.2776891869708979,1.5321313967235264
47,151993,782,2,0,135017,60,3571,0.108,0.282,0,0,0,14,25,65817,4410,64938,11,299947,1,0.8883048015053225,0.4874683375549927
56,76334,650,0,3,46702,84,1083,0.153,0.17,0,1,1,12,24,11732,1331,38102,11,144145,0,0.611803235737211,0.2512044194163116
23,49623,613,0,3,61945,24,771,0.392,0.186,0,0,0,3,3,17818,3191,23797,0,96213,0,1.248287119135902,0.28763761986246084
65,133274,517,0,3,149429,36,5684,0.286,0.512,0,0,0,39,34,3061,20076,137208,2,458086,0,1.1212080285124741,0.02048450779629258
44,24563,543,0,0,33136,12,325,0.261,0.159,0,3,0,45,16,4439,4918,47784,10,-5013,0,1.3489659664549747,0.13395901861966986
69,19159,712,0,3,8223,120,138,0.117,0.086,0,4,1,29,24,6862,2393,11557,20,74597,1,0.42917536534446765,0.834387159533074
48,34774,681,0,1,35280,36,699,0.496,0.241,0,3,0,38,16,17520,9910,47450,17,78994,1,1.0145219266714594,0.4965845639295938
49,81315,733,1,4,50687,60,1846,0.43,0.272,0,0,0,32,29,29165,6428,80927,17,62329,1,0.6233336612720743,0.5753827335858586
58,58940,609,0,1,52227,48,1428,0.239,0.291,0,0,1,6,24,25241,5697,82502,1,74649,0,0.8860894793098183,0.4832848280615762
65,30817,512,2,1,21245,24,428,0.383,0.167,1,3,0,34,46,887,5543,32144,9,9592,0,0.6893698487896683,0.04174903511249176
27,37663,615,0,1,33236,120,298,0.05,0.095,0,4,0,23,4,5666,7551,53696,7,27246,0,0.8824341546304163,0.17047266600475375
47,29122,843,0,2,28576,120,780,0.299,0.321,0,3,1,6,22,9426,596,9627,16,93979,1,0.9812175943412423,0.32984568009238197
19,29121,573,0,0,51796,60,910,0.293,0.375,0,2,0,46,0,25328,6695,91095,0,57958,0,1.7785866355332738,0.48898584860127037
45,117656,656,1,2,112298,120,2956,0.083,0.301,0,0,0,14,24,32104,14300,183568,10,23059,1,0.9544523487765284,0.2858796605490699
65,50427,442,0,4,21863,84,1404,0.475,0.334,0,3,0,47,24,20879,11535,7077,14,270891,0,0.4335488220829698,0.9549487742407611
68,131241,613,0,0,278259,72,3122,0.417,0.285,0,4,0,6,28,41337,26177,303290,13,-114381,0,2.1201978025327257,0.14855530798533745
34,34717,622,1,4,55626,24,1426,0.267,0.493,0,1,1,33,12,20370,2159,56729,4,53721,0,1.6022236303934558,0.36618908084203716
40,69255,689,2,2,74667,36,518,0.249,0.09,0,3,0,45,6,13158,1164,118913,11,144074,1,1.0781304146933117,0.17622006749879465
49,60690,631,0,2,120421,120,895,0.285,0.177,0,0,0,34,26,3608,6355,51749,15,87285,0,1.9841656917829662,0.029961302751988838
40,84106,523,0,1,40124,72,3842,0.606,0.548,0,2,0,14,8,40419,24728,18353,10,238537,0,0.4770589843889331,1.0073271028037383
28,61529,600,0,4,61746,84,1831,0.089,0.357,0,3,1,4,6,2046,15128,44658,7,232090,0,1.00351048269137,0.033135213046787695
35,88658,641,0,1,172424,72,2167,0.444,0.293,0,0,0,12,8,5592,2301,134301,9,288169,0,1.9447997383232385,0.032431491953023056
41,71474,570,0,3,110555,60,2531,0.262,0.425,0,3,0,40,18,11705,4345,57455,19,26721,0,1.5467646030080449,0.10587394623539202
48,31393,583,0,3,5851,72,663,0.236,0.253,0,1,0,12,24,15864,7696,10731,1,67394,0,0.18637319232974453,2.7108680792891318
71,78147,750,0,0,97571,36,2780,0.223,0.427,0,0,0,44,23,19822,1957,46709,14,38449,1,1.2485412294620464,0.20315254376255484
49,51454,603,1,1,7017,24,1341,0.132,0.313,0,0,0,30,25,41481,2445,9143,4,221345,0,0.13637158682343795,5.910658307210031
40,36740,699,0,4,4393,84,1496,0.118,0.489,0,1,0,31,18,2723,6181,8473,17,122854,0,0.11956669660597154,0.6197086936731907
56,76648,644,0,3,163838,48,920,0.173,0.144,1,3,0,36,32,46951,20159,191603,6,-17943,0,2.1375099479445265,0.28656791118109853
62,85886,549,2,0,174506,24,3639,0.188,0.508,0,0,0,28,41,29268,467,144292,19,214520,0,2.031809237719329,0.16771820041602917
42,42540,630,0,1,49889,36,482,0.093,0.136,1,1,0,12,13,26701,8850,45628,18,28791,0,1.1727274864248607,0.5351974343555823
46,45465,686,0,0,53459,48,1429,0.478,0.377,0,4,0,25,22,17478,3101,31057,20,80832,0,1.175801697972111,0.3269360269360269
30,27076,816,0,1,49688,60,623,0.244,0.276,0,1,0,21,4,1930,3768,29353,8,-8813,1,1.835062968571112,0.03884159471915313
68,21974,590,2,0,13526,48,223,0.585,0.122,0,3,0,31,16,7976,595,4912,4,36518,0,0.6155176336746303,0.58963554372736
68,47994,652,1,3,98580,48,914,0.461,0.229,0,1,1,22,25,14087,13311,134764,14,55958,0,2.053963954578602,0.1428977186273217
28,80501,741,0,3,149593,84,3378,0.341,0.504,0,1,0,10,4,64266,7465,203478,8,163545,0,1.8582519688951826,0.42960279155581105
38,40674,773,0,1,71320,84,288,0.307,0.085,0,4,0,25,9,32080,5647,58999,18,47371,1,1.7534111862323294,0.4497973948766843
33,110624,601,0,3,188352,36,3851,0.256,0.418,0,1,0,23,11,59966,11675,294701,11,166636,0,1.7026169491525425,0.31837029407548595
71,48896,645,0,3,19427,120,1527,0.162,0.375,0,2,0,42,42,11632,835,25820,23,216351,0,0.3973045381107225,0.5987234918674079
21,48996,760,0,0,37229,120,728,0.218,0.178,0,2,0,34,2,21437,13646,41007,0,85616,1,0.7598220299201992,0.5757990867579909
30,46885,706,1,4,34399,84,1581,0.347,0.405,0,3,0,43,4,3166,4912,59390,8,111525,1,0.733673164697351,0.09203488372093023
36,88503,753,1,1,21894,84,901,0.067,0.122,0,3,0,44,9,21754,16937,25162,3,162404,1,0.24737864955256259,0.9935601735556063
50,33541,765,0,3,17024,24,1527,0.18,0.546,0,1,0,10,11,16821,7106,24410,10,142680,0,0.5075427821835311,0.9880176211453745
32,50793,709,0,1,86889,72,234,0.054,0.055,0,1,0,17,6,15969,3353,118668,9,-70526,1,1.7106154270189393,0.1837840948325469
49,41204,672,0,4,67313,12,1297,0.083,0.378,0,1,1,20,17,20520,444,36162,11,112049,0,1.6336124256764957,0.30484000356538016
61,40913,599,0,4,65305,24,1579,0.278,0.463,0,0,0,29,28,33727,11444,76857,6,72176,0,1.596152906095713,0.5164456558356046
66,55137,638,0,2,50047,120,941,0.196,0.205,0,4,0,9,25,18360,3162,89694,12,96493,0,0.9076680329355435,0.36684782608695654
23,51191,643,1,1,43793,72,1616,0.116,0.379,0,0,1,27,3,26163,10046,80859,4,25298,0,0.8554656977652758,0.5974106041923551
26,91659,767,2,0,169910,84,974,0.112,0.128,0,0,1,6,3,41654,27224,66861,4,117007,1,1.8536984507964216,0.24515187362795818
23,53885,675,0,1,52361,60,855,0.126,0.19,0,3,0,23,4,10953,4963,103619,4,64258,1,0.971699513788368,0.20917841182536953
70,71503,676,1,3,97497,60,2932,0.501,0.492,0,3,0,30,30,39110,2385,119863,24,237486,0,1.3635181248601478,0.40113643356786804
55,59064,570,0,1,100554,36,2178,0.495,0.442,0,1,0,34,19,2756,6431,161667,9,77670,0,1.7024295267925167,0.027407886231415643
48,109303,768,0,0,25128,60,3615,0.092,0.397,0,3,0,4,19,91464,5850,39490,21,311792,1,0.22989094635146015,3.6397787416928646
63,46574,590,0,1,99511,36,348,0.098,0.09,1,4,0,18,36,27515,521,188465,18,-92424,0,2.136575415995706,0.2764993166653268
51,46640,634,0,1,10300,48,583,0.365,0.15,0,1,0,12,23,16654,7814,9122,14,147023,0,0.22083574537424155,1.6167362392000777
31,78630,777,0,0,137650,12,697,0.363,0.106,0,1,0,46,7,43394,16226,95157,0,342628,1,1.7505818315931376,0.3152465292660424
47,46258,739,0,4,45765,72,1377,0.097,0.357,0,1,0,39,9,27074,3514,30211,4,60073,1,0.9893209969951793,0.5915745313114539
58,69507,583,1,4,29585,120,1364,0.481,0.235,0,4,0,0,28,13653,1034,44895,24,26794,0,0.42563445934280947,0.4614682620158183
20,174373,562,0,1,302747,72,7084,0.232,0.488,0,1,0,34,1,130306,8462,325261,0,379030,0,1.7361934692098593,0.4304107706739599
53,33207,641,1,4,31678,120,1142,0.257,0.413,0,0,0,27,29,25105,4786,58916,2,33384,0,0.9539267646350277,0.7924808232583099
46,116521,608,1,4,30830,60,4201,0.298,0.433,0,0,0,23,18,56417,21139,13699,24,257866,0,0.2645852285405331,1.8298790178716227
22,42357,527,2,3,25771,12,802,0.494,0.227,0,0,0,6,2,3504,4978,21315,1,99412,0,0.6084092733367958,0.1359615086139997
33,105750,592,1,1,118396,24,2281,0.354,0.259,0,2,1,47,6,81411,24720,231895,13,317215,0,1.1195733373679682,0.687610327964391
44,76345,412,1,2,38284,120,2957,0.205,0.465,0,0,0,38,11,32578,5166,43164,22,119083,0,0.5014539072119037,0.8509337860780984
37,73142,741,0,3,124409,48,2678,0.49,0.439,0,0,0,23,14,28365,11999,168335,4,211117,0,1.7009009748027837,0.22799614178924524
34,50237,735,0,1,67197,60,482,0.254,0.115,0,3,0,34,5,9336,1754,125355,14,46458,1,1.337573151797444,0.13893270633054555
55,47798,786,0,0,93116,60,336,0.12,0.084,0,1,0,15,31,32209,4787,161908,0,25926,1,1.948074227494299,0.34589817111805576
41,37759,691,1,0,23206,24,822,0.102,0.261,0,4,0,40,15,3701,5146,8105,15,75627,1,0.6145656779661017,0.15947774378420304
46,54346,619,0,3,66555,72,558,0.276,0.123,0,2,0,38,20,1265,3446,29074,0,40450,0,1.2246306143853387,0.019006550874451588
64,49416,752,0,0,10469,48,389,0.253,0.094,0,1,0,27,15,14447,3103,5161,18,256145,1,0.21185017301738268,1.379847182425979
23,59605,596,0,4,34905,36,2289,0.682,0.461,0,1,0,37,3,49745,11492,26603,0,283543,0,0.585595409858068,1.4251131610611356
38,26760,540,0,3,29869,72,149,0.142,0.067,0,4,0,35,15,19101,5430,34287,16,48975,0,1.1161391577295319,0.6394710411784399
22,54793,646,0,0,24996,48,365,0.368,0.08,0,3,0,11,3,19415,2761,26516,0,43746,0,0.4561813337226704,0.7766932031843822
71,101857,696,0,2,162138,36,1234,0.354,0.145,0,1,0,11,39,72327,22031,60338,21,457629,1,1.5918042765418523,0.4460802151240602
28,86857,586,0,3,60896,48,3775,0.184,0.522,0,3,0,1,3,73484,6360,113101,8,186332,0,0.7010983444242327,1.2066932689623462
65,54803,565,0,4,32480,60,640,0.056,0.14,0,3,0,18,19,35435,5711,20426,14,118436,0,0.5926574702576455,1.0909454758166313
29,195088,622,0,2,400730,60,5120,0.403,0.315,0,2,1,39,10,87591,37268,186249,7,181517,1,2.054088134133652,0.21857804861615399
36,40591,697,2,4,10696,24,635,0.074,0.188,0,1,0,33,8,18613,2468,4889,15,218504,1,0.2635001970831691,1.7400205665139759
53,51878,646,0,4,52768,60,262,0.653,0.061,0,1,0,15,13,20196,4977,26693,5,173708,0,1.017136028065306,0.382724705793174
66,26232,850,2,2,17395,84,341,0.178,0.156,0,1,0,30,43,22123,4234,11505,15,54790,1,0.6630961003316433,1.271729133134054
28,44275,647,0,0,93327,72,252,0.267,0.068,0,0,0,9,8,7308,8128,32520,10,132439,0,2.1078462372391362,0.07830447454140237
30,132442,727,0,2,267771,24,6014,0.449,0.545,0,3,0,40,9,114852,10239,223710,10,319486,1,2.0217829556865974,0.4289171384610788
69,45128,529,0,1,84507,36,728,0.425,0.194,0,1,0,8,25,23692,4461,51837,11,121536,0,1.8725653127700592,0.28035215600889857
36,25237,712,0,3,40680,48,458,0.346,0.218,0,1,0,39,16,19998,4896,47794,1,6889,1,1.6118551390759965,0.4915808362626288
30,83784,618,0,4,9420,60,2617,0.138,0.375,0,0,1,7,5,3762,1244,3654,6,204490,0,0.11243062600704183,0.39932066659590276
61,65815,659,1,3,49587,120,1908,0.426,0.348,0,3,0,14,28,45776,4276,27305,16,204002,0,0.7534186216117661,0.9231265628781157
23,82069,811,2,3,80273,84,2780,0.166,0.406,0,2,0,21,3,32618,12951,116635,5,-10769,1,0.9781040575118801,0.40633330841866605
68,46698,626,1,3,43903,72,475,0.221,0.122,0,4,0,24,48,7917,7485,25117,11,135016,0,0.9401271975845307,0.1803252551020408
68,32742,542,0,0,8502,72,352,0.339,0.129,0,1,0,35,40,28678,1358,6861,0,77664,0,0.25965855297315454,3.372691991061978
67,49423,556,0,0,46787,120,385,0.599,0.093,0,3,1,22,32,42608,12347,15220,5,118472,0,0.9466453544836516,0.9106608532102248
35,71497,675,0,0,58795,12,1651,0.116,0.277,0,0,0,27,9,52411,19688,111582,15,7576,1,0.822330694564883,0.8914041771549085
24,52252,670,2,4,16508,84,502,0.194,0.115,0,1,0,11,2,45638,4247,18592,5,258474,1,0.3159244445295007,2.764431522200012
42,65773,666,1,4,126348,60,886,0.374,0.162,0,0,0,31,18,22668,14016,205644,7,81659,1,1.9209414054185545,0.17940783069118077
37,41422,544,0,0,69014,12,1722,0.477,0.499,0,3,0,28,15,22095,4516,117471,15,-6326,0,1.666079231344905,0.32014779395783527
73,67006,842,0,1,57947,36,1399,0.149,0.251,0,1,0,48,40,49767,10742,79894,0,164762,1,0.8647902457952155,0.8588217022157797
54,54094,791,1,2,110017,12,1193,0.396,0.265,0,2,0,29,32,39922,13744,94838,6,68142,1,2.033773916258434,0.3628678943445618
72,38065,671,0,3,33366,24,954,0.028,0.301,0,1,0,15,22,12396,7760,63598,11,46450,1,0.8765302369568644,0.37150478017202626
61,58103,523,0,3,16413,36,2414,0.124,0.499,0,1,0,0,37,27576,17116,10937,6,197097,0,0.28247624948368444,1.6800292433288655
59,44651,802,0,0,75200,24,1137,0.092,0.306,0,0,0,15,21,16853,11500,128257,18,63955,1,1.6841350891337454,0.22410606241938272
24,73760,762,2,3,9414,120,711,0.673,0.116,0,1,0,43,2,24663,15763,11874,2,142549,1,0.12762842152356937,2.6195432819968136
21,83832,669,0,3,127747,120,635,0.285,0.091,1,3,0,37,1,72986,6044,120020,0,311781,1,1.5238271325134494,0.5713279268559978
20,69617,767,0,4,118738,24,2410,0.081,0.415,0,1,1,1,1,57124,9040,175887,0,142424,1,1.705564652819673,0.4810887745391152
52,23920,615,2,3,14871,48,972,0.209,0.488,0,4,0,32,26,9897,2678,24330,10,35869,0,0.6216713348104176,0.6654787520172135
29,33443,573,1,0,28758,48,241,0.047,0.086,1,3,0,14,3,8607,14,9181,7,61554,0,0.8598851811984213,0.29928022532076914
75,39407,674,0,3,35906,48,1514,0.433,0.461,0,0,0,40,34,6364,3239,48143,4,76861,0,0.9111347949654892,0.17723563650541677
25,36382,520,2,0,23122,120,520,0.072,0.172,0,4,0,26,3,4022,3726,9150,6,117344,0,0.6355165874172003,0.1739393677291009
72,41298,560,0,3,56107,12,1746,0.053,0.507,0,4,0,2,24,9299,3891,42755,5,53704,0,1.3585558972372211,0.16573394168389535
56,86044,708,1,3,185336,48,2203,0.034,0.307,0,1,0,1,15,62867,18762,366005,16,38432,1,2.1539427043988613,0.33920372078969663
24,76828,681,1,1,149231,24,559,0.019,0.087,0,1,0,26,5,42364,9911,236387,2,22917,1,1.9423785289408948,0.28388013294735714
21,43830,535,0,0,19825,60,1088,0.548,0.298,0,3,0,14,1,4546,7906,35340,0,49786,0,0.4523054459172732,0.2292948653283567
40,72830,623,0,0,123823,36,3026,0.566,0.499,0,2,0,42,12,49560,2360,44513,18,278843,0,1.7001414232950254,0.4002455097557824
37,63858,539,0,2,15540,36,1481,0.106,0.278,0,4,0,33,18,10531,9574,6271,17,122126,0,0.2433486274448394,0.6776269223344701
36,53293,616,0,2,69035,84,2109,0.155,0.475,0,1,0,47,13,4125,14249,81349,9,-3621,0,1.295361579164634,0.05975143403441682
48,96193,606,0,1,185273,72,2940,0.088,0.367,0,3,0,41,20,27204,26725,202558,8,101009,1,1.9260348878308418,0.14683117976618415
25,38923,749,0,3,35495,24,499,0.171,0.154,0,3,0,47,5,33770,6144,56922,4,37082,1,0.9119052512588635,0.9513748027946811
25,55624,645,1,2,47443,12,2095,0.457,0.452,1,3,0,7,4,10694,663,54557,2,45078,0,0.8529078651685393,0.2254025798836523
58,32034,638,1,0,51729,72,609,0.231,0.228,0,1,0,23,14,20512,5453,25196,23,62154,0,1.614765100671141,0.3965203943553064
75,32811,624,0,1,31818,72,402,0.139,0.147,0,3,0,40,27,4661,4338,57054,19,95276,0,0.969706205046934,0.14648480467645117
33,27436,505,0,1,57895,36,821,0.038,0.359,0,4,0,0,7,4753,4872,74818,13,-33765,0,2.1101067901009585,0.08209548155312975
72,33092,651,0,1,43602,24,482,0.453,0.175,0,1,0,42,27,25164,5904,18856,19,53645,0,1.3175596047502494,0.577116253468798
38,56474,703,0,1,52577,84,1789,0.287,0.38,0,3,0,18,18,17120,12874,48412,15,55187,0,0.9309783089862771,0.3256114724789836
37,46572,680,1,1,51829,72,587,0.14,0.151,0,3,1,35,18,24933,13121,62238,10,176201,1,1.1128550877117642,0.4810534439513795
23,47337,722,0,2,22239,72,1967,0.38,0.499,1,1,0,0,1,38691,3241,14998,0,160628,0,0.4697917106764122,1.739703237410072
42,46649,726,1,1,7800,48,1490,0.464,0.383,0,0,0,8,10,2205,1487,13723,0,29334,0,0.16720257234726688,0.2826560697346494
46,131448,850,0,1,47139,48,4920,0.535,0.449,0,1,1,12,9,86071,29314,27624,7,260402,1,0.35861056379280176,1.8258591429783624
56,30681,558,2,3,47713,12,565,0.224,0.221,0,2,0,28,28,25421,8248,69568,24,101513,0,1.5550811550746366,0.5327786393930503
27,29084,681,0,1,63447,36,819,0.568,0.338,0,1,1,11,6,21793,8536,79967,5,91365,0,2.1814337287261476,0.34347812381792964
28,35500,691,1,3,49327,120,1407,0.323,0.476,0,1,0,33,9,11893,4692,17047,5,168849,0,1.3894538182023042,0.24110038923126825
43,52263,631,0,0,68500,24,783,0.04,0.18,0,2,0,10,14,24956,11445,74472,20,61125,0,1.3106536047757538,0.36431584940365835
22,70079,603,2,0,142958,24,328,0.436,0.056,0,2,0,44,2,58525,17802,263037,3,-107012,0,2.039925799086758,0.40938310984268217
26,73813,704,0,1,54355,120,2825,0.335,0.459,1,3,0,14,6,28574,1244,47278,4,181350,0,0.7363779228872571,0.5256825373463831
54,86883,696,0,3,169423,120,2799,0.07,0.387,0,3,0,29,35,46471,21728,167886,22,190462,1,1.9499907923207955,0.27428817640948155
73,51322,565,0,3,112697,60,356,0.188,0.083,0,0,0,33,30,24248,6674,117810,20,50355,0,2.195838123258578,0.21515909776571013
51,44437,498,0,3,10535,36,621,0.205,0.168,0,2,0,44,25,701,1103,11488,11,97396,0,0.23707187542193617,0.06653378891419894
26,122605,615,1,0,228081,12,2197,0.319,0.215,0,1,0,42,3,35560,27680,130642,7,336233,1,1.8602760060682184,0.15590883980322867
75,13465,599,0,3,26853,60,144,0.078,0.128,0,0,0,26,56,10404,3097,42855,0,13189,0,1.9941333729392545,0.3874283160795412
48,55903,714,0,4,26000,24,815,0.413,0.175,1,2,0,3,18,35725,15444,36522,19,153101,1,0.4650829994275901,1.3739856159378485
